,nombre,ranking_actual,puntos_wpt,p_jugados,p_ganados,p_perdidos,efectividad,vict_consecutivas,companero_actual,posicion_juego,lugar_nacimiento,fecha_nacimiento,altura,lugar_residencia,url,reference_date
124,Roberto Gattiker ,125,150,10,4,6,40,2,Denis Tomas Perino,Revés,BUENOS AIRES - ARGENTINA,07/10/1967,0,,https://www.worldpadeltour.com/jugadores/roberto-gattiker/,05/04/2021
125,Víctor Manuel Mena Gil,126,146,77,31,46,"40,26",4,Johan Bergeron,Revés,Madrid,24/06/1999,"1,93",Madrid,https://www.worldpadeltour.com/jugadores/victor-manuel-mena-gil/,05/04/2021
126,José Luis González Rodríguez,127,142,51,26,25,"50,98",3,Alvaro Melendez Amaya,Drive,Sevilla,14/12/1997,"1,80",Sevilla,https://www.worldpadeltour.com/jugadores/jose-luis-gonzalez-rodriguez/,05/04/2021
127,Jesús Espejo Sánchez,128,139,263,138,125,"52,47",5,José Carlos Bernal Rodríguez,Revés,Granada,02/06/1988,"1,83",Granada,https://www.worldpadeltour.com/jugadores/jesus-espejo-sanchez/,05/04/2021
128,Raúl Díaz García,128,139,215,90,125,"41,86",4,Pablo García Rodrigo,Revés,Madrid,14/02/1981,"1,83",Madrid,https://www.worldpadeltour.com/jugadores/raul-diaz-garcia/,05/04/2021
129,Santiago Frugoni ,128,139,24,17,7,"70,83",6,Yain Melgratti,Drive,Resistencia - Arg,21/05/1995,"1,90",Resistencia - Arg,https://www.worldpadeltour.com/jugadores/santiago-frugoni/,05/04/2021
130,Christian Medina Murphy,131,137,54,8,46,"14,81",2,Oscar Vazquez Fernandez,Revés,Kingstom - Reino Unido,26/08/1998,"1,87",Jerez de la Frontera,https://www.worldpadeltour.com/jugadores/christian-medina-murphy/,05/04/2021
131,Guillermo Casal Maldonado,132,133,182,107,75,"58,79",8,Nuno Deus,Drive,Barcelona,21/10/1994,"1,86",Barcelona,https://www.worldpadeltour.com/jugadores/guillermo-casal-maldonado/,05/04/2021
132,Boris Castro García,133,131,96,41,55,"42,71",5,Ferrán Bueno Gómez,Revés,Douala - Camerún,11/06/1998,"1,84",A Coruña,https://www.worldpadeltour.com/jugadores/guillaume-batikali-muako-masale/,05/04/2021
133,Matías Del Moral ,134,129,18,7,11,"38,89",3,Martín Andornino,Revés,La Rioja - Arg,08/08/1998,"1,85",La Rioja - Arg,https://www.worldpadeltour.com/jugadores/matias-del-moral/,05/04/2021
134,Víctor Saenz De Navarrete,135,124,100,38,62,38,4,Xavier de Benito Fraile,Drive,Tenerife,04/08/1990,"1,74",Tenerife,https://www.worldpadeltour.com/jugadores/victor-saenz-de-navarrete/,05/04/2021
135,Carlos Pérez Cabeza,136,121,42,14,28,"33,33",2,Javier de Paiz Ferrer,Drive,Málaga,27/06/1996,"1,91",Málaga,https://www.worldpadeltour.com/jugadores/carlos-perez-cabeza/,05/04/2021
136,David Antolín Solla,137,116,87,34,53,"39,08",4,Manuel Prado Prego,Drive,León,14/04/1995,"1,69",Valladolid,https://www.worldpadeltour.com/jugadores/david-antolin-solla/,05/04/2021
137,Daniel Windahl ,138,115,33,13,20,"39,39",2,Carl Knutsson,Revés,Helsingborg - Suecia,20/07/1996,"1,90",Uppsala - Suecia,https://www.worldpadeltour.com/jugadores/daniel-windahl/,05/04/2021
138,Mario Cerezo Casado,139,114,92,44,48,"47,83",4,Javier Palasi Lozano,Revés,Alicante,02/07/1991,"1,82",Alicante,https://www.worldpadeltour.com/jugadores/mario-cerezo-casado/,05/04/2021
139,Francisco Javier Leal Perez,140,111,11,3,8,"27,27",2,Miguel Semmler Arranz,Revés,Cádiz ,28/07/2003,1'75,El puerto de santa Maria ,https://www.worldpadeltour.com/jugadores/francisco-javier-leal-perez/,05/04/2021
140,Luís Ortega Pérez,140,111,28,5,23,"17,86",2,Álvaro Delgado Sánchez,Drive,Madrid,31/03/1995,"1,81",Madrid,https://www.worldpadeltour.com/jugadores/luis-ortega-perez/,05/04/2021
141,Alfonso Viuda Hernández,142,110,130,65,65,50,3,Jairo Jose Bautista Ortiz,Drive,Torrevieja,31/07/1991,1.71,Torrevieja,https://www.worldpadeltour.com/jugadores/alfonso-viuda-hernandez/,05/04/2021
142,Antonio José Cardona Botella,143,106,221,113,108,"51,13",5,Jose Pedro Montalban Martin,Revés,Albacete,03/04/1987,"1,87",Albacete,https://www.worldpadeltour.com/jugadores/antonio-jose-cardona-botella/,05/04/2021
143,Carl Knutsson ,144,105,42,16,26,"38,1",2,Daniel Windahl,Drive,Bastad - Suecia,12/05/1996,"1,93",Helsingborg ,https://www.worldpadeltour.com/jugadores/carl-knutsson/,05/04/2021
144,Jesús Ruíz Bohorquez,145,101,61,21,40,"34,43",4,Adriá Mercadal Berenguer,Revés,Sevilla,02/07/1995,"1,83",Barcelona,https://www.worldpadeltour.com/jugadores/jesus-ruiz-bohorquez/,05/04/2021
145,Alvaro Melendez Amaya ,146,99,27,9,18,"33,33",2,José Luis González Rodríguez,Revés,Sevilla,22/03/2000,"1,75",Sevilla,https://www.worldpadeltour.com/jugadores/alvaro-melendez-amaya/,05/04/2021
146,Cándido Jorge Alfaro,146,99,99,36,63,"36,36",3,Adrián Marqués Berdonce,Revés,Las Palmas de Gran Canaria,22/04/1995,"1,85",Madrid,https://www.worldpadeltour.com/jugadores/candido-jorge-alfaro/,05/04/2021
147,Daniel De Castro Bautista,146,99,72,23,49,"31,94",5,Alonso Rodríguez Martínez,Drive,Madrid,07/01/1998,"1,80",Madrid,https://www.worldpadeltour.com/jugadores/daniel-de-castro-bautista/,05/04/2021
148,Jorge Señorán Frutuoso,146,99,155,66,89,"42,58",4,Javier Rodríguez Márquez,Drive,Salamanca,07/12/1989,"1,83",Madrid,https://www.worldpadeltour.com/jugadores/jorge-senoran-frutuoso/,05/04/2021
149,Jacobo Pérez Cendón,150,98,68,14,54,"20,59",2,Xavier de Benito Fraile,Drive,Santiago de Compostela,12/07/1993,"1,85",Madrid ,https://www.worldpadeltour.com/jugadores/jacobo-perez-cendon/,05/04/2021
150,Pablo José Díaz Romero,151,97,71,31,40,"43,66",5,Jairo Jose Bautista Ortiz,Drive,Sevilla,16/12/1990,"1,76",Sevilla,https://www.worldpadeltour.com/jugadores/pablo-jose-diaz-romero/,05/04/2021
151,Daniel Bressel Ambrossi,152,96,83,26,57,"31,33",3,David García Campos,Revés,Alpedrete - Madrid,03/01/1991,"1,83",Alpedrete,https://www.worldpadeltour.com/jugadores/daniel-bressel-ambrossi/,05/04/2021
152,Jairo Jose Bautista Ortiz,152,96,9,3,6,"33,33",3,Fran Ramírez Navas,Revés,Málaga,11/07/2001,"1,90",Benalmadena - Málaga,https://www.worldpadeltour.com/jugadores/jairo-jose-bautista-ortiz/,05/04/2021
153,Manuel Prado Prego,154,95,94,28,66,"29,79",2,David Antolín Solla,Revés,Pontevedra,16/02/1994,"1,81",Madrid ,https://www.worldpadeltour.com/jugadores/manuel-prado-prego/,05/04/2021
154,Iker Del Valle González,155,94,67,18,49,"26,87",2,Enrique Goenaga Garcia,Revés,Madrid,11/03/2001,"1,86",Rivas Vaciamadrid,https://www.worldpadeltour.com/jugadores/iker-del-valle-gonzalez/,05/04/2021
155,Simon Vasquez ,155,94,14,3,11,"21,43",3,Javier Valdés González,Drive,Angelholm - Suecia,21/12/1992,"1,73",Estocolmo - Suecia,https://www.worldpadeltour.com/jugadores/simon-vasquez/,05/04/2021
156,Adrián Marqués Berdonce,157,93,11,3,8,"27,27",3,Daniel Luna Peinado,Drive,Palma de Mallorca,20/06/2002,"1,72",Palma de Mallorca,https://www.worldpadeltour.com/jugadores/adrian-marques-berdonce/,05/04/2021
157,Adrián Ronco López,158,92,36,14,22,"38,89",3,Javier Rodríguez Márquez,Drive,Madrid,31/10/1997,"1,79",Madrid,https://www.worldpadeltour.com/jugadores/adrian-ronco-lopez/,05/04/2021
158,Javier Rodríguez Márquez,159,91,42,12,30,"28,57",3,Adrián Ronco López,Revés,Cáceres,31/01/1998,1.79,Madrid,https://www.worldpadeltour.com/jugadores/javier-rodriguez-marquez/,05/04/2021
159,Alfonso Sánchez Arriaga,160,89,92,32,60,"34,78",2,Adrián Corona Roldán,Revés,Valladolid,10/08/1998,"1,77",Valladolid,https://www.worldpadeltour.com/jugadores/alfonso-sanchez-arriaga/,05/04/2021
160,Ferrán Bueno Gómez,161,87,77,32,45,"41,56",4,Boris Castro García,Drive,Barcelona,30/11/1995,"1,82",Barcelona,https://www.worldpadeltour.com/jugadores/ferran-bueno-gomez/,05/04/2021
161,Luis Pozo Carballo,161,87,69,28,41,"40,58",4,Pedro Meléndez Amaya,Revés,Las Palmas de Gran Canaria,11/04/1999,"1,78",Málaga,https://www.worldpadeltour.com/jugadores/luis-pozo-carballo/,05/04/2021
162,Daniel Luna Peinado,163,86,14,6,8,"42,86",2,Adrián Marqués Berdonce,Revés,Palma de Mallorca ,16/04/2002,"1,84",Palma de Mallorca ,https://www.worldpadeltour.com/jugadores/daniel-luna-peinado/,05/04/2021
163,Enrique Goenaga Garcia,163,86,38,12,26,"31,58",2,Iker Del Valle González,Revés,Palma de Mallorca,08/03/2002,"1,76",Salamanca - Esp,https://www.worldpadeltour.com/jugadores/enrique-goenaga-garcia/,05/04/2021
164,Ignacio Vilariño Gestoso,165,85,42,21,21,50,4,Pablo José Díaz Romero,Revés,Vigo,27/01/2000,"1,72",Vigo,https://www.worldpadeltour.com/jugadores/ignacio-vilarino-gestoso/,05/04/2021
165,Carlos Mora Íscar,166,83,40,12,28,30,2,Marc Pou Serra,Revés,Palma de Mallorca,05/08/2000,"1,87",Palma de Mallorca,https://www.worldpadeltour.com/jugadores/carlos-mora-iscar/,05/04/2021
166,David Fernández Fernandez,166,83,22,9,13,"40,91",2,Juanlu Esbri Gonzalez,Drive,Madrid,27/03/1998,"1,75",Madrid,https://www.worldpadeltour.com/jugadores/david-fernandez-fernandez/,05/04/2021
167,Roberto Rodríguez Alonso,168,82,169,85,84,"50,3",4,Gabriel Espelleta Font,Drive,Caracas - Venezuela,25/11/1985,"1,72",MADRID,https://www.worldpadeltour.com/jugadores/roberto-rodriguez-alonso/,05/04/2021
168,Adrien Maigret ,169,80,39,21,18,"53,85",5,Robin Haziza,Revés,París,24/06/1987,"1,90",Le Chesnay - Francia,https://www.worldpadeltour.com/jugadores/adrien-maigret/,05/04/2021
169,Carlos Marti Vaño,169,80,23,7,16,"30,43",4,Jose Jimenez Casas,Revés,Bocairent - Valencia,29/02/1996,"1,85",Bocairent - Valencia,https://www.worldpadeltour.com/jugadores/carlos-marti-vano/,05/04/2021
170,Cayetano Rocafort Lores,169,80,118,63,55,"53,39",5,Simon Vasquez,Revés,Málaga,04/10/1994,"1,75",Marbella,https://www.worldpadeltour.com/jugadores/cayetano-rocafort-lores/,05/04/2021
171,Gonzalo Pérez Arbona,169,80,52,10,42,"19,23",4,Juan Carlos Diaz Martin,Drive,Valencia,04/07/1998,"1,90",Carcaxent,https://www.worldpadeltour.com/jugadores/gonzalo-perez-arbona/,05/04/2021
172,Javier Escalante ,169,80,181,73,108,"40,33",4,Andrés Britos,Revés,Chaco - Arg,17/02/1986,"1,86",Barcelona,https://www.worldpadeltour.com/jugadores/javier-escalante/,05/04/2021
173,Pedro San Román Gomendio,169,80,134,60,74,"44,78",5,David Fernández Fernandez,Revés,Madrid,18/11/1996,"1,86",Madrid,https://www.worldpadeltour.com/jugadores/pedro-san-roman-gomendio/,05/04/2021
174,Julio Sierra Morales,175,79,103,39,64,"37,86",5,Víctor Manuel Mena Gil,Drive,Cuenca,13/02/1999,"1,70",Madrid,https://www.worldpadeltour.com/jugadores/julio-sierra-morales/,05/04/2021
175,Richard Brooks ,176,78,158,80,78,"50,63",4,Alejandro Tasa Van Beek,Drive,Rustenburg - S. Africa,11/06/1981,"1,72",Alicante,https://www.worldpadeltour.com/jugadores/richard-brooks/,05/04/2021
176,Christian Ramos Abad,177,75,186,106,80,"56,99",4,Richard Brooks,Revés,Alicante,06/09/1988,"1,80",Alicante,https://www.worldpadeltour.com/jugadores/christian-ramos-abad/,05/04/2021
177,Ricardo Martins ,177,75,52,18,34,"34,62",3,David Antolín Solla,Revés,Lisboa - Portugal,27/08/1991,"1,82",Málaga- Espanha,https://www.worldpadeltour.com/jugadores/ricardo-martins/,05/04/2021
178,Juanlu Esbri Gonzalez,179,74,4,1,3,25,2,David Fernández Fernandez,Revés,Castellón de la Plana,22/01/2001,1'82,Castellón de la Plana,https://www.worldpadeltour.com/jugadores/juanlu-esbri-gomzalez/,05/04/2021
179,Pablo Valín Fernández,180,73,53,13,40,"24,53",2,Daniel Avilés Cayuela,Revés,Lugo,16/07/1986,"1,81",A Coruña,https://www.worldpadeltour.com/jugadores/pablo-valin-fernandez/,05/04/2021
180,Alejandro Gonzalez Perez,181,71,16,3,13,"18,75",2,Mario Ortega Ripoll,Drive,Madrid,08/06/2001,"1,78",Madrid,https://www.worldpadeltour.com/jugadores/alejandro-gonzalez-perez/,05/04/2021
181,Javier De Paiz Ferrer,181,71,187,96,91,"51,34",5,Carlos Pérez Cabeza,Drive,Lanzarote,26/08/1989,"1,83",Madrid ,https://www.worldpadeltour.com/jugadores/javier-de-paiz-ferrer/,05/04/2021
182,Emilio Sanchez Chamero,183,69,8,3,5,"37,5",2,Jose Jimenez Casas,Revés,Madrid,27/03/2003,"1,82",Getafe,https://www.worldpadeltour.com/jugadores/emilio-sanchez-chamero/,05/04/2021
183,Francisco Arenas Gualda,183,69,41,14,27,"34,15",2,Rubén Sánchez Sánchez,Drive,Madrid,27/02/1993,"1,76",Madrid,https://www.worldpadeltour.com/jugadores/francisco-arenas-gualda/,05/04/2021
184,Gabriel Espelleta Font,183,69,37,12,25,"32,43",4,Eduard Altimires Ros,Revés,Barcelona,11/09/1994,"1,87",Premia de Mar,https://www.worldpadeltour.com/jugadores/gabriel-espelleta-font/,05/04/2021
185,Raul Medina Lopez,183,69,26,8,18,"30,77",2,Federico Mouriño,Revés,Palma de Mallorca,18/01/2000,"1,85",Palma de Mallorca,https://www.worldpadeltour.com/jugadores/raul-medina-lopez/,05/04/2021
186,Yain Melgratti ,183,69,109,66,43,"60,55",6,Santiago Frugoni,Revés,Chaco - Arg,25/01/1992,"1,85",BARCELONA,https://www.worldpadeltour.com/jugadores/yain-melgratti/,05/04/2021
187,Claudio Conrado Lanzinger Zurita,188,68,66,16,50,"24,24",1,Juan Manuel Vázquez,Drive,Las Palmas de Gran Canaria,15/12/1993,"1,70",Madrid,https://www.worldpadeltour.com/jugadores/claudio-conrado-lanzinger-zurita/,05/04/2021
188,Alejandro Tasa Van Beek,189,67,58,5,53,"8,62",2,Richard Brooks,Revés,Benidorm - Alicante,09/01/1999,"1,73",Benidorm - Alicante,https://www.worldpadeltour.com/jugadores/alejandro-tasa-van-beek/,05/04/2021
189,Alejandro Gil Muñoz,190,66,56,13,43,"23,21",2,Emilio Sanchez Chamero,Drive,Avila,28/06/1999,"1,82",Avila,https://www.worldpadeltour.com/jugadores/alejandro-gil-munoz/,05/04/2021
190,Iván Arrondo Pérez,190,66,32,6,26,"18,75",1,Adrián Corona Roldán,Revés,Valladolid,01/12/2000,"1,80",Valladolid,https://www.worldpadeltour.com/jugadores/ivan-arrondo-perez/,05/04/2021
191,Fermín Ferreyra Estevez,192,65,121,53,68,"43,8",3,Roberto Rodríguez Alonso,Revés,Córdoba - Arg,06/09/1990,"1,77",Madrid,https://www.worldpadeltour.com/jugadores/fermin-ferreyra-estevez/,05/04/2021
192,José Osete Montoro ,194,64,40,17,23,"42,5",3,Julio Perez Luque,Revés,Sevilla,27/11/1989,"1,80",Sevilla,https://www.worldpadeltour.com/jugadores/jose-osete-montoro/,05/04/2021
193,Simone Cremona ,194,64,5,0,5,0,0,Daniele Cattaneo,Drive,Codognio - Italia,14/09/1987,"1,81",Via Bosi 22 PONTENURE (PC)- Italia,https://www.worldpadeltour.com/jugadores/simone-cremona/,05/04/2021
194,Adrián Corona Roldán,196,60,60,16,44,"26,67",2,Alfonso Sánchez Arriaga,Drive,Medina del Campo,15/12/1991,"1,71",medina del campo,https://www.worldpadeltour.com/jugadores/adrian-corona-roldan/,05/04/2021
195,Pablo García Rodrigo,196,65,0,0,0,0,4,Raúl Díaz García,Drive,Madrid ,23/01/2003,"1,88",Toledo ,https://www.worldpadeltour.com/jugadores/pablo-garcia-rodrigo/,05/04/2021
196,Christoph Krenn ,197,59,66,22,44,"33,33",1,David Alten,Revés,Viena - Austria,25/05/1983,"2,02",Viena - Austria,https://www.worldpadeltour.com/jugadores/christoph-krenn/,05/04/2021
197,Daniel Avilés Cayuela,197,59,65,24,41,"36,92",2,Pablo Valín Fernández,Drive,Sevilla,24/11/1991,"1,80",Sevilla,https://www.worldpadeltour.com/jugadores/daniel-aviles-cayuela/,05/04/2021
198,David Alten ,197,59,65,22,43,"33,85",1,Christoph Krenn,Drive,Viena - Austria,04/12/1986,"1,83",Viena - Austria,https://www.worldpadeltour.com/jugadores/david-alten/,05/04/2021
199,Iago González Niño,197,59,44,11,33,25,2,Pelayo Villaverde Millán,Revés,Vigo,04/11/1997,"1,75",Vigo,https://www.worldpadeltour.com/jugadores/iago-gonzalez-nino-gonzalez-nino/,05/04/2021
200,Jose Jimenez Casas,201,58,1,0,1,0,2,Emilio Sanchez Chamero,Drive,Granada,21/02/2004,"1,77",Alcudia de Guadix,https://www.worldpadeltour.com/jugadores/jose-jimenez-casas/,05/04/2021
201,Juan Carlos Diaz Martin,201,58,20,4,16,20,1,Gonzalo Pérez Arbona,Revés,Salamanca,12/06/2001,"1,78",Madrid,https://www.worldpadeltour.com/jugadores/juan-carlos-diaz-martin/,05/04/2021
202,Federico Mouriño ,203,56,2,1,1,50,3,Raul Medina Lopez,Drive,San Martín de los Andes,05/10/1999,178,Madrid,https://www.worldpadeltour.com/jugadores/federico-mourino/,05/04/2021
203,Roger Aromi Siquier,204,54,49,19,30,"38,78",2,Ferrán Bueno Gómez,Revés,Mataró,29/04/1997,"1,80",Mataró,https://www.worldpadeltour.com/jugadores/roger-aromi-siquier/,05/04/2021
204,Fabricio Cattaneo ,205,53,228,114,114,50,4,Daniel Windahl,Drive,Quilmes - Arg,07/08/1989,"1,70",Salamanca - Esp,https://www.worldpadeltour.com/jugadores/fabricio-cattaneo/,05/04/2021
205,Rubén Sánchez Sánchez ,205,53,26,9,17,"34,62",2,Francisco Arenas Gualda,Revés,Adra ,13/01/1994,"1,76",Almería ,https://www.worldpadeltour.com/jugadores/ruben-sanchez-sanchez/,05/04/2021
206,Michele Bruno ,207,56,0,0,0,0,0,Andrés Britos,,,14/01/1989,,,https://www.worldpadeltour.com/jugadores/michele-bruno/,05/04/2021
207,Marc Bernils Garcia,217,47,36,21,15,"58,33",5,Jeremy Scatena,Drive,Blanes - Gerona,25/02/1999,"1,87",Blanes - Gerona,https://www.worldpadeltour.com/jugadores/marc-bernils-garcia/,05/04/2021
208,Pedro Borja Mulet ,544,2,0,0,0,0,0,Antonio Borja Mulet,,,01/09/2002,,,https://www.worldpadeltour.com/jugadores/pedro-borja-mulet/,05/04/2021
209,Alberto Alejandro Cetz Romero ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/alberto-alejandro-cetz-romero/,05/04/2021
210,Daniel Romero ,324,10,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/daniel-romero/,05/04/2021
211,Wichy Hernandez Tirado ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/wichy-hernandez-tirado/,05/04/2021
212,Martín Araújo De Lizarza ,379,5,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/martin-araujo-de-lizarza/,05/04/2021
213,Javier Marti Hernanz,233,37,0,0,0,0,4,Miguel Semmler Arranz,,,11/01/1992,,,https://www.worldpadeltour.com/jugadores/javier-marti-hernanz/,05/04/2021
214,José Juan Matea Delgado,352,7,0,0,0,0,1,Mario Ortega Ripoll,,,13/11/1989,,,https://www.worldpadeltour.com/jugadores/jose-juan-matea-delgado/,05/04/2021
215,Francisco José Tobaria Castro,424,3,16,9,7,"56,25",4,Cayetano Rocafort Lores,Drive,Málaga,07/03/1986,"1,82",Málaga,https://www.worldpadeltour.com/jugadores/francisco-jose-torabia-castro/,05/04/2021
216,Guillermo Villafañe ,375,5,2,1,1,50,1,,,,01/01/0001,0,,https://www.worldpadeltour.com/jugadores/guillermo-villafane/,05/04/2021
217,Julio Martínez Gutiérrez,375,5,18,8,10,"44,44",2,Fabián Ordoñez Bustelo,Revés,Madrid,08/01/1979,"1,77",Madrid,https://www.worldpadeltour.com/jugadores/julio-martinez-gutierrez/,05/04/2021
218,Gabriel Pelfini Campos ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/gabriel-pelfini-campos/,05/04/2021
219,Alessandro Belotti ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/alessandro-belotti/,05/04/2021
220,Jeremy Ritz ,424,3,5,1,4,20,1,Dimitri Huet,Drive,Enchien les Bains - Francia,06/05/1986,"1,78",Cannes,https://www.worldpadeltour.com/jugadores/jeremy-ritz/,05/04/2021
221,Pablo Diaz Del Guante Valentin Fernández ,294,14,1,0,1,0,0,José Manuel Ortiz Llerena,Drive,Madrid ,02/02/1996,"1,69",Madrid ,https://www.worldpadeltour.com/jugadores/pablo-diaz-del-guante-valentin-fernandez/,05/04/2021
222,Ahmed Ghatwary ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ahmed-ghatwary/,05/04/2021
223,Luis Alfonso Chacón Gilo,283,19,0,0,0,0,1,Alejandro Tasa Van Beek,Drive,Valdepeñas,02/10/2002,1.83,Valdepeñas,https://www.worldpadeltour.com/jugadores/luis-alfonso-chacon-gilo/,05/04/2021
224,Omar Tarraf ,363,6,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/omar-tarraf/,05/04/2021
225,Pedro Meléndez Amaya,230,36,1,0,1,0,2,Luis Pozo Carballo,Drive,Sevilla,19/06/1997,"1,79",Sevilla,https://www.worldpadeltour.com/jugadores/pedro-melendez-amaya/,05/04/2021
226,Maxime Bourgoin ,412,4,2,0,2,0,0,Jean Thomas Peyrou,Revés,Nancy ,19/07/1990,"1,86",Chelles,https://www.worldpadeltour.com/jugadores/maxime-bourgoin/,05/04/2021
227,Andreas Näf ,424,3,1,0,1,0,0,Javier Clar Alberti,Revés,Zürich,14/04/1992,184,Zürich,https://www.worldpadeltour.com/jugadores/andreas-naf/,05/04/2021
228,José Manuel Ortiz Llerena,432,3,0,0,0,0,0,Pablo Diaz Del Guante Valentin Fernández,Revés,Mérida,06/01/2005,1.80,Villafranca de los Barros,https://www.worldpadeltour.com/jugadores/jose-manuel-ortiz-llerena/,05/04/2021
229,Jorge Hernandez Negrin ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/jorge-hernandez-negrin/,05/04/2021
230,Lilian Fouré ,424,3,1,0,1,0,0,Thomas Deschamps,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/lilian-foure/,05/04/2021
231,Oscar Matias Almada ,324,10,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/oscar-matias-almada/,05/04/2021
232,Santiago Gerpe ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/santiago-gerpe/,05/04/2021
233,Carlos García Campos,242,30,55,12,43,"21,82",1,Emilio Sanchez Chamero,Drive,Madrid,24/04/1997,"1,74",Madrid,https://www.worldpadeltour.com/jugadores/carlos-garcia-campos/,05/04/2021
234,Patrick Pouquet ,424,3,1,0,1,0,0,Morgan Mannarino,,,01/01/1980,,,https://www.worldpadeltour.com/jugadores/patrick-pouquet/,05/04/2021
235,Nicolas Trancart ,284,18,0,0,0,0,1,Loïc Le Panse Fernandez,Drive,Muret,11/07/1991,1.66,Madrid,https://www.worldpadeltour.com/jugadores/nicolas-trancart/,05/04/2021
236,Federico Morales ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/federico-morales/,05/04/2021
237,Pablo Cuesta Gómez,346,7,7,1,6,"14,29",1,Antón Márquez Larrea,Revés,Mondragón (Guipúzcoa),11/10/1999,"1,85",Durango (Vizcaya),https://www.worldpadeltour.com/jugadores/pablo-cuesta-gomez/,05/04/2021
238,Ahmed Tarek Khattab ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/ahmed-tarek-khattab/,05/04/2021
239,Sebastián Iranzo-Díaz Blanco,244,29,42,8,34,"19,05",2,Alejandro Urzola Abad,Drive,La Plata - Arg,25/05/1986,"1,84",Valladolid,https://www.worldpadeltour.com/jugadores/sebastian-iranzo-diaz-blanco/,05/04/2021
240,Matías Gutiérrez ,320,10,1,0,1,0,0,Gonzalo Vera,Revés,Córdoba - Arg,24/01/1990,"1,84",Córdoba - Arg,https://www.worldpadeltour.com/jugadores/matias-gutierrez/,05/04/2021
241,Wildcard 3 ,412,4,0,0,0,0,0,Wildcard 3,,,01/01/1900,,,https://www.worldpadeltour.com/jugadores/wildcard-3/,05/04/2021
242,Pedro Jesus Robles Rodriguez,432,3,0,0,0,0,0,Francisco Arenas Gualda,Revés,Cadiz,19/12/1994,1'80,Conil de la frontera,https://www.worldpadeltour.com/jugadores/pedro-jesus-robles-rodriguez/,05/04/2021
243,Felipe Gonzalez ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/felipe-gonzalez/,05/04/2021
244,Fernando Hector Rodriguez ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/fernando-hector-rodriguez/,05/04/2021
245,Juan Pereiro González,424,3,5,2,3,40,2,Joel Fernández Muñoz,Drive,"Ferrol, A Coruña",15/09/2000,"1,75",Las Palmas De Gran Canaria,https://www.worldpadeltour.com/jugadores/juan-pereiro-gonzalez/,05/04/2021
246,Juan Francisco Martinez ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/juan-francisco-martinez/,05/04/2021
247,Abdulla Abdulhamid Abdulla ,591,1,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/abdulla-abdulhamid-abdulla/,05/04/2021
248,Marcos Cordoba Lugo ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/marcos-cordoba-lugo/,05/04/2021
249,Jorge Burgos Luca De Tena ,363,6,0,0,0,0,0,Alejandro Gonzalez Perez,Revés,Sevilla,26/08/1994,"1,75",Sevilla,https://www.worldpadeltour.com/jugadores/jorge-burgos-luca-de-tena/,05/04/2021
250,Bram Maijer ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/bram-maijer/,05/04/2021
251,Seyed Rouhollah ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/seyed-rouhollah/,05/04/2021
252,Pasquale De Ruvo ,544,2,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/pasquale-de-ruvo/,05/04/2021
253,Javier Clar Alberti,254,25,29,7,22,"24,14",2,Daniel Luna Peinado,Drive,Palma de Mallorca,12/06/1997,"1,87",Palma de Mallorca,https://www.worldpadeltour.com/jugadores/javier-clar-alberti/,05/04/2021
254,Aleix Casadevall Gras ,432,3,0,0,0,0,0,,,,01/01/0001,,,https://www.worldpadeltour.com/jugadores/aleix-casadevall-gras/,05/04/2021
